affiliation,glottocode,language,iso,level,area,latitude,longitude
"Salishan,Bella Coola",tall1255,Tallio,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish",como1259,Comox,coo,language,North America,49.7233,235.03300000000002
"Salishan,Coast Salish,Central Salish,Comox",isla1276,Island Comox,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Comox",slia1241,Sliammon,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish",halk1245,Halkomelem,hur,language,North America,49.250402,237.556332
"Salishan,Coast Salish,Central Salish,Halkomelem",down1241,Downriver Halkomelem,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",katz1234,Katzie,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",kwan1290,Kwantlen,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",kwik1234,Kwikwetlem,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",musq1240,Musqueam,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",qayq1234,Qayqayt,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",tsaw1234,Tsawwassen,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Downriver Halkomelem",tsle1234,Tsleil-Waututh,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem",isla1280,Island Halkomelem,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",cowi1241,Cowichan,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",hala1255,Halalt,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",lake1261,Lake Cowichan,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",lama1301,Lamalchi,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",lyac1234,Lyackson,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",nana1260,Nanaimo,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",nano1241,Nanoose,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",pene1238,Penelakut,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Island Halkomelem",stzu1234,Stz'uminus,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem",upri1241,Upriver Halkomelem,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Upriver Halkomelem",cheh1245,Chehalis,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Upriver Halkomelem",chil1281,Chiliwack,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Upriver Halkomelem",pila1248,Pilaltxw,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Upriver Halkomelem",suma1276,Sumas,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Halkomelem,Upriver Halkomelem",tait1251,Tait,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget",lush1252,Northern Lushootseed,lut,language,North America,48.42,237.471
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Northern Lushootseed",skag1239,Skagit,ska,dialect,North America,48.5314,238.00900000000001
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Northern Lushootseed",snoh1241,Snohomish,sno,dialect,North America,47.9341,237.862
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget",sout2965,Southern Puget Sound Salish,slh,language,North America,47.263,237.85899999999998
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",duwa1239,Duwamish,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",muck1238,Muckleshoot,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",nisq1242,Nisqually,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",puya1240,Puyallup,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",snoq1240,Snoqualmie,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Lushootseed-Puget,Southern Puget Sound Salish",suqu1238,Suquh,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish",nook1247,Nooksack,nok,language,North America,48.2201,238.027
"Salishan,Coast Salish,Central Salish",pent1242,Pentlatch,ptw,language,North America,49.193600000000004,235.311
"Salishan,Coast Salish,Central Salish",sech1246,Sechelt,sec,language,North America,49.4757,236.235
"Salishan,Coast Salish,Central Salish",squa1248,Squamish,squ,language,North America,49.3231,236.986
"Salishan,Coast Salish,Central Salish,Straits Salish",clal1241,Clallam,clm,language,North America,48.0707,236.489
"Salishan,Coast Salish,Central Salish,Straits Salish,Clallam",bech1239,Becher Bay Klallam,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Clallam",east2823,Eastern Klallam,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Clallam",west2897,Western Klallam,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish",stra1244,Northern Straits Salish,str,language,North America,48.51614,236.242886
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",lumm1243,Lummi,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",saan1246,Saanich,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish,Saanich",east2824,East Saanich,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish,Saanich",west2898,West Saanich,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",sami1249,Samish,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",semi1266,Semiahmoo,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",song1308,Songish,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Straits Salish,Northern Straits Salish",sook1244,Sooke,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish",twan1247,Twana,twa,language,North America,47.7419,238.235
"Salishan,Coast Salish,Central Salish,Twana",quil1256,Quilcene,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Central Salish,Twana",skok1240,Skokomish,NA,dialect,North America,NA,NA
"Salishan,Coast Salish",till1254,Tillamook,til,language,North America,44.0924,237.231
"Salishan,Coast Salish,Tillamook",nehe1234,Nehelem,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tillamook",nucl1798,Nuclear Tillamook,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tillamook",sile1256,Siletz,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tsamosan,Coastal Tsamosan",lowe1427,Lower Chehalis,cea,language,North America,46.7736,235.99599999999998
"Salishan,Coast Salish,Tsamosan,Coastal Tsamosan",quin1251,Quinault,qun,language,North America,47.4214,235.84
"Salishan,Coast Salish,Tsamosan,Coastal Tsamosan,Quinault",lowe1426,Lower Chehalis (Quinault),NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tsamosan,Inland Tsamosan",cowl1242,Cowlitz,cow,language,North America,46.4167,237.083
"Salishan,Coast Salish,Tsamosan,Inland Tsamosan",uppe1439,Upper Chehalis,cjh,language,North America,46.7981,236.83100000000002
"Salishan,Coast Salish,Tsamosan,Inland Tsamosan,Upper Chehalis",oakv1234,Oakville,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tsamosan,Inland Tsamosan,Upper Chehalis",sats1243,Satsop,NA,dialect,North America,NA,NA
"Salishan,Coast Salish,Tsamosan,Inland Tsamosan,Upper Chehalis",teni1245,Tenino Chehalis,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish",lill1248,Lillooet,lil,language,North America,50.7272,237.95999999999998
"Salishan,Interior Salish,Northern Interior Salish,Lillooet",lowe1456,Lower Lillooet,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish,Lillooet",uppe1477,Upper Lillooet,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish",shus1248,Shuswap,shs,language,North America,50.8734,240.333
"Salishan,Interior Salish,Northern Interior Salish,Shuswap",east2536,Eastern Shuswap,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish,Shuswap",west2620,Western Shuswap,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish",thom1243,Thompson,thp,language,North America,50.1668,239.80700000000002
"Salishan,Interior Salish,Northern Interior Salish,Thompson",lytt1234,Lytton-Canyon,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Northern Interior Salish,Thompson",nico1264,Nicola Valley,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish",coeu1236,Coeur d'Alene,crd,language,North America,47.2958,243.285
"Salishan,Interior Salish,Southern Interior Salish",colu1241,Columbia-Wenatchi,col,language,North America,48.217,241.546
"Salishan,Interior Salish,Southern Interior Salish,Columbia-Wenatchi",colu1250,Columbia,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Columbia-Wenatchi",wena1241,Wenatchi,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Kalispel-Spokane",kali1308,Kalispel-Pend d'Oreille,fla,language,North America,47.5825,245.81
"Salishan,Interior Salish,Southern Interior Salish,Kalispel-Spokane,Kalispel-Pendd Oreille",kali1309,Kalispel,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Kalispel-Spokane,Kalispel-Pendd Oreille",pend1243,Pend D'oreille,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Kalispel-Spokane",spok1245,Spokane,spo,language,North America,47.9087,241.938
"Salishan,Interior Salish,Southern Interior Salish",okan1243,Okanagan,oka,language,North America,49.2745,240.70600000000002
"Salishan,Interior Salish,Southern Interior Salish,Okanagan",colv1241,Colville,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Okanagan",lake1256,Lakes Okanagan,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Okanagan",sanp1257,Sanpoil,NA,dialect,North America,NA,NA
"Salishan,Interior Salish,Southern Interior Salish,Okanagan",sout2963,Southern Okanogan,NA,dialect,North America,NA,NA
Kalapuyan,kala1400,Central Kalapuya,kyl,language,North America,44.9861,236.075
Kalapuyan,tual1242,Tualatin-Yamhill,nrt,language,North America,45.327,237.04500000000002
Kalapuyan,yonc1234,Yoncalla,sxk,language,North America,43.568,236.534
Turama-Kikori,rumu1243,Rumu,klq,language,Papunesia,-7.17149,144.179
"Turama-Kikori,Turama-Omatian",bari1298,Barikewa,jbk,language,Papunesia,-7.09739,143.99279
"Turama-Kikori,Turama-Omatian",ikob1240,Ikobi,meb,language,Papunesia,-7.30342,143.618
"Turama-Kikori,Turama-Omatian,Ikobi",gora1265,Gorau,NA,dialect,Papunesia,NA,NA
"Turama-Kikori,Turama-Omatian,Ikobi",mena1240,Mena,NA,dialect,Papunesia,NA,NA
"Turama-Kikori,Turama-Omatian,Ikobi",meni1246,Meni,NA,dialect,Papunesia,NA,NA
"Turama-Kikori,Turama-Omatian,Ikobi",pimu1238,Pimuru,NA,dialect,Papunesia,NA,NA
"Turama-Kikori,Turama-Omatian,Ikobi",utab1238,Utabi,NA,dialect,Papunesia,NA,NA
"Turama-Kikori,Turama-Omatian",mouw1234,Mouwase,jmw,language,Papunesia,-7.442,143.808
Eastern Trans-Fly,bine1240,Bine,bon,language,Papunesia,-9.08879,142.893
"Eastern Trans-Fly,Bine",boze1239,Boze-Giringarede,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",irup1239,Irupi-Drageli,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",kuni1264,Kunini,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",masi1270,Masingle,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",sebe1243,Sebe,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",soga1243,Sogal,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Bine",tate1244,Tate,NA,dialect,Papunesia,NA,NA
Eastern Trans-Fly,gizr1240,Gizrra,tof,language,Papunesia,-9.183,142.804
"Eastern Trans-Fly,Gizrra",waid1239,Waidoro,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Gizrra",west2584,Western Gizra,NA,dialect,Papunesia,NA,NA
Eastern Trans-Fly,meri1244,Meriam,ulk,language,Papunesia,-9.59575,143.773
"Eastern Trans-Fly,Meriam",boig1238,Boigu,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Meriam",bugl1238,Buglial,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Meriam",bulg1264,Bulgai,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Meriam",tago1247,Tagota,NA,dialect,Papunesia,NA,NA
Eastern Trans-Fly,wipi1242,Wipi,gdr,language,Papunesia,-8.79741,143.064
"Eastern Trans-Fly,Wipi",abam1239,Abam,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",doro1265,Dorogori,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",gama1253,Gamaewe,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",guia1241,Guiam,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",iame1239,Iamega,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",kapa1255,Kapal,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",kuru1307,Kuru,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",peaw1239,Peawa,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",poda1239,Podari,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",rual1239,Rual,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",umee1243,Ume (Papua New Guinea),NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",wipi1243,Wipim,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",woig1238,Woigo,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",woni1239,Wonie,NA,dialect,Papunesia,NA,NA
"Eastern Trans-Fly,Wipi",yuta1239,Yuta,NA,dialect,Papunesia,NA,NA
Language isolate,touo1238,Touo,tqu,language,Papunesia,-8.58405,157.296
"Xincan,Unclassified Xincan",xinc1245,Xinca-Sinacantan,NA,language,North America,14.126921,269.64151400000003
"Xincan,Xinca Shared Grammatical Traits",xinc1242,Xinca-Chiquimulilla,NA,language,North America,14.083301,269.619741
"Xincan,Xinca Shared Grammatical Traits",xink1235,Xinka-Jumaytepeque,NA,language,North America,14.341898,269.743481
Xincan,xinc1246,Xinca-Guazacapan,NA,language,North America,14.069981,269.583349
Xincan,xinc1243,Xinca-Yupiltepeque,NA,language,North America,14.194497,270.209026
Boran,bora1263,Bora,boa,language,South America,-2.000259,287.742934
"Boran,Bora",mira1254,Miraña,NA,dialect,South America,NA,NA
"Boran,Bora",nucl1660,Nuclear Bora,NA,dialect,South America,NA,NA
Boran,muin1242,Muinane,bmr,language,South America,-0.8652,287.5751
Berta,bert1248,Berta,wti,language,Africa,10.6474,34.7042
Berta,bake1241,Bake,NA,dialect,Africa,NA,NA
Berta,dabu1241,Dabuso,NA,dialect,Africa,NA,NA
Berta,fada1248,Fadashi,NA,dialect,Africa,NA,NA
Berta,goba1245,Gobato,NA,dialect,Africa,NA,NA
Berta,mayu1240,Mayu,NA,dialect,Africa,NA,NA
Berta,shur1242,Shuru,NA,dialect,Africa,NA,NA
Berta,undu1236,Undu,NA,dialect,Africa,NA,NA
Hurro-Urartian,hurr1240,Hurrian,xhu,language,Eurasia,40.7339,43.3154
Hurro-Urartian,urar1245,Urartian,xur,language,Eurasia,35.0333,44.3833
"South Omotic,A H K,Aari-Gayil",aari1239,Aari,aiw,language,Africa,5.95034,36.5721
"South Omotic,A H K,Aari-Gayil",gayi1237,Gayil,gyl,language,Africa,6.15034,36.672110000000004
"South Omotic,A H K,Hamer-Karo",hame1242,Hamer-Banna,amf,language,Africa,5.06515,36.5176
"South Omotic,A H K,Hamer-Karo",karo1297,Karo (Ethiopia),kxh,language,Africa,5.2101,36.1709
South Omotic,dime1235,Dime,dim,language,Africa,6.20951,36.3329
"Kamula-Elevala,Elevala",aeky1238,Aekyom,awi,language,Papunesia,-5.88478,141.532
"Kamula-Elevala,Elevala,Aekyom",east2522,East Awin,NA,dialect,Papunesia,NA,NA
"Kamula-Elevala,Elevala,Aekyom",nort2932,North Awin,NA,dialect,Papunesia,NA,NA
"Kamula-Elevala,Elevala,Aekyom",sout2952,South Awin,NA,dialect,Papunesia,NA,NA
"Kamula-Elevala,Elevala",pare1271,Pare,ppt,language,Papunesia,-6.46878,141.658
Kamula-Elevala,kamu1260,Kamula,xla,language,Papunesia,-7.28798,142.639
Jarrakan,gadj1243,Gajirrabeng,gdh,language,Australia,-15.4786,129.156
Jarrakan,kitj1240,Kitja,gia,language,Australia,-17.5758,127.392
Jarrakan,miri1266,Miriwung,mep,language,Australia,-16.3596,128.889
Language isolate,sius1254,Siuslaw,sis,language,North America,42.5111,235.62099999999998
Western Tasmanian,port1278,Port Sorell,NA,language,Australia,-41.188369,146.559906
Western Tasmanian,west2205,Western Coastal Tasmanian,NA,language,Australia,-41.885921,145.204468
Southern Daly,murr1258,Murriny Patha,mwf,language,Australia,-14.74852,129.70152
"Southern Daly,Murriny Patha",murr1260,Murrinhdiminin,NA,dialect,Australia,NA,NA
"Southern Daly,Murriny Patha",murr1261,Murrinhkura,NA,dialect,Australia,NA,NA
"Southern Daly,Murriny Patha",murr1259,Murrinhpatha,NA,dialect,Australia,NA,NA
Southern Daly,nang1259,Nangikurrunggurr,nam,language,Australia,-14.268,131.237
"Southern Daly,Nangikurrunggurr",ngan1298,Ngangi-Tjemerri,NA,dialect,Australia,NA,NA
"Southern Daly,Nangikurrunggurr",ngan1297,Ngangi-Wumeri,NA,dialect,Australia,NA,NA
"Southern Daly,Nangikurrunggurr",ngen1251,Ngenkiwumerri,NA,dialect,Australia,NA,NA
"Southern Daly,Nangikurrunggurr",tyem1238,Tyemeri,NA,dialect,Australia,NA,NA
Language isolate,cent2045,Jalaa,cet,language,Africa,9.59433,11.5853
Language isolate,else1239,Elseng,mrf,language,Papunesia,-3.00176,140.418
Language isolate,taia1239,Taiap,gpn,language,Papunesia,-4.05047,144.506
Language isolate,pyuu1245,Pyu,pby,language,Papunesia,-4.45003,141.018
"Tupian,Arikemic",arik1264,Arikem,ait,language,South America,-8.924,296.258
"Tupian,Arikemic",kari1311,Karitiâna,ktn,language,South America,-9.37937,295.8478
Tupian,kepk1241,Kepkiriwát,kpn,language,South America,-11.663,298.754
"Tupian,Maweti-Guarani,Aweti-Guarani",awet1244,Awetí,awe,language,South America,-12.381944,306.608056
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani",kama1373,Kamayurá,kay,language,South America,-12.2661,306.5349
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I",ache1246,Aché,guq,language,South America,-25.5865,303.5303
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A",mbya1239,Mbyá Guaraní,gun,language,South America,-26.0188,307.289
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Mbyá Guaraní",bati1254,Baticola,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Mbyá Guaraní",tamb1258,Tambéopé,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani",chir1286,Chiripá,nhd,language,South America,-25.6521,304.949
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Chiripá",apap1240,Apapocuva,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani",kaiw1246,Kaiwá,kgk,language,South America,-24.589,305.3185
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Kaiwá",kaiw1247,Nuclear Kaiwá,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Kaiwá",temb1275,Tembekuá,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Kaiwá",teui1238,Teüi,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani",pait1247,Pai Tavytera,pta,language,South America,-23.15945,303.88242
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani",para1311,Paraguayan Guaraní,gug,language,South America,-25.60551,302.91184
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Paraguayan Guaraní",jopa1240,Jopará,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Paraguayan Guaraní",mode1267,Modern Paraguayan Guarani,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. A,Paraguay-Brazil Guarani,Paraguayan Guaraní",oldp1258,Old Guarani,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B,Chiriguanic",east2555,Eastern Bolivian Guaraní,gui,language,South America,-20.42,296.63
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B,Chiriguanic,Eastern Bolivian Guaraní",avaa1240,Ava,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B,Chiriguanic,Eastern Bolivian Guaraní",izoc1240,Izoceño,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B,Chiriguanic,Eastern Bolivian Guaraní",simb1261,Simba Guarani,NA,dialect,South America,NA,NA
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B,Chiriguanic",tapi1253,Tapieté,tpj,language,South America,-21.4169,297.31600000000003
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I,Tupi-Guarani Subgroup I. B",west2640,Western Bolivian Guaraní,gnw,language,South America,-20.2819,295.8338
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I",xeta1241,Xetá,xet,language,South America,-24.9408,307.7734
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I I",guar1292,Guarayu,gyr,language,South America,-15.8247,298.3066
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I I,Warazu-Sirionoid,Sirionoid",jora1240,Jorá,jor,language,South America,-15.7492,296.7906
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I I,Warazu-Sirionoid,Sirionoid",siri1273,Sirionó,srq,language,South America,-15.5298,296.0312
"Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Southern Tupi-Guarani,Tupi-Guarani Subgroup I I,Warazu-Sirionoid,Sirionoid",yuqu1240,Yuqui,yuq,language,South America,-16.7875,295.0562
