"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"aia";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Makira";"Arosi";161,43153;-10,24414;"Papua";"Solomon Islands"
"aib";"Turkic, Common Turkic, Oghuz-Kipchak-Uyghur, Uyghur, Far East Yugur";"Ainu (China)";76,42088;39,27141;"Eurasia";"China"
"aic";"Border, Bewani, Pagi-Kilmeri";"Ainbai";141,14867;-3,09214;"Papua";"Papua New Guinea"
"aid";"Pama-Nyungan, Paman, Northern Pama, Leningitij-Alngith";"Alngith";141,93798;-12,53236;"Australia";"Australia"
"aie";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Southwest New Britain linkage";"Amara";148,68005;-5,55778;"Papua";"Papua New Guinea"
"aif";"Nuclear_Torricelli, West Palai, Agi-Yeri";"Agi";142,38677;-3,49104;"Papua";"Papua New Guinea"
"aig";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Guinea Coast Creole English, Caribbean English Creole, Eastern Caribbean Creole, Gullah-Nevis-Antigua";"Antigua and Barbuda Creole English";-61,3156;15,55314;"North America";"Montserrat"
"aih";"Tai-Kadai, Kam-Tai, Kam-Sui, Then-MMS, Maonan-Mak-Sui, Mak-Ai-Cham";"Ai-Cham";107,84359;25,49083;"Eurasia";"China"
"aii";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Central Eastern Aramaic, North-Eastern Neo-Aramaic";"Assyrian Neo-Aramaic";43;36,75;"Eurasia";"Brazil"
"aij";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Central Eastern Aramaic, North-Eastern Neo-Aramaic, Trans-Zab, Western Trans-Zab";"Lishanid Noshan";35,51134;32,45782;"Eurasia";"Israel"
"aik";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Alumic, Jilic-Eggonic, Eggon-Ake";"Ake";8,75768;8,59543;"Africa";"Nigeria"
"ail";"Bosavi, Bosavi Watershed";"Aimele";142,65551;-6,68656;"Papua";"Papua New Guinea"
"aim";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Old Kuki, Aimol-Syriem";"Aimol";94,35562;24,64368;"Eurasia";"India"
"ain";"Ainu";"Hokkaido Ainu";142,87401;47,23322;"Eurasia";"Japan"
"aio";"Tai-Kadai, Kam-Tai, Be-Tai, Daic, Central-Southwestern Tai, Wenma-Southwestern Tai, Sapa-Southwestern Tai, Southwestern Tai, Southwestern Tai P, Shan Tai, Assam Tai";"Aiton";92,3169;26,51452;"Eurasia";"India"
"aip";"Nuclear_Trans_New_Guinea, Asmat-Awyu-Ok, Awyu-Ok, Ok-Oksapmin, Ok, Kwer-Kopkaka-Burumakok, Kwer-Burumakok";"Burumakok";140,03004;-5,12217;"Papua";"Indonesia (Papua)"
"aiq";"Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern Iranian, Farsic-Caucasian Tat, Farsic, Eastern Farsic";"Aimaq";59,17558;35,283045;"Eurasia";"Tajikistan"
"air";"Greater_Kwerba, Kwerba-Samarokena, Samarokena-Airoran";"Airoran";138,15778;-1,8522;"Papua";"Indonesia (Papua)"
"ais";"Austronesian, Nuclear Austronesian, East Formosan, Central East Formosan";"Nataoran Amis";121,59005;23,93858;"Papua";"Taiwan"
"ait";"Tupian, Arikemic";"Arikem";-63,742;-8,924;"South America";"Brazil"
"aiw";"South_Omotic, AHK, Aari-Gayil";"Aari";36,57211;5,95034;"Africa";"Ethiopia"
"aix";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Southwest New Britain linkage, Arawe-Pasismanua, Pasismanua";"Aighon";150,27247;-5,99488;"Papua";"Papua New Guinea"
"aiy";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gbaya-Manza-Ngbaka, Gbaya Oriental, Gbanu-Manza-Ngbaka, Manza-Ngbaka, Manzaic, Ngbaka-Manza-Ali";"Ali";18,03518;4,60014;"Africa";"Central African Republic"
"aja";"Kresh-Aja";"Aja (Sudan)";25,61221;8,58003;"Africa";"Sudan"
"ajg";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Gbe";"Aja (Benin)";1,64992;7,066335;"Africa";"Togo"
"aji";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Southern New Caledonian, Houailou";"Ajie";165,46767;-21,30289;"Papua";"New Caledonia"
"ajp";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Levantine Arabic";"South Levantine Arabic";38,083716;31,560116;"Eurasia";"Israel"
"ajt";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, North African Arabic";"Judeo-Tunisian Arabic";35,25;31,75;"Eurasia";"Israel"
"aju";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, North African Arabic";"Judeo-Moroccan Arabic";-7,5;33,5;"Africa";"Canada"
"ajw";"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2";"Ajawa";9,89205;10,21005;"Africa";"Nigeria"
"ajz";"Sino-Tibetan, Kuki-Chin-Naga, Naga, Karbic";"Amri Karbi";91,482;26,024;"Eurasia";"India"
"aka";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic";"Akan";-1,33254;6,34756;"Africa";"Ghana"
"akb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands, Toba-Batak, Southern Batak, Tobaic, Angkola-Mandailing";"Batak Angkola";99,60248;1,66127;"Papua";"Indonesia (Papua)"
"akc";"Mpur";"Mpur";133,16598;-0,7489;"Papua";"Indonesia (Papua)"
"akd";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Upper Cross";"Ukpet-Ehom";8,10047;5,58316;"Africa";"Nigeria"
"ake";"Cariban, Venezuelan Cariban, Pemong-Panare, Pemongan, Kapong";"Akawaio";-60,86199;6,162765;"South America";"Brazil"
"akf";"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa";"Akpa";8,01629;7,32586;"Africa";"Nigeria"
"akg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Sumba-Hawu, Sumba, Central-East Sumbanese, Central Sumbanese";"Anakalangu";119,60465;-9,63425;"Papua";"Indonesia (Papua)"
"akh";"Nuclear_Trans_New_Guinea, Enga-Kewa-Huli, Kewa-Huli, Sau-Angal-Kewa, Angal-Kewa, Angal Mendi";"Angal Heneng";143,47808;-6,13347;"Papua";"Papua New Guinea"
"aki";"Lower_Sepik-Ramu, Ramu, Annaberg, Aian";"Aiome";144,76523;-5,13467;"Papua";"Papua New Guinea"
"akj";"Great_Andamanese, Central Great Andamanese, Northern Great Andamanese, Jeru-Kora";"Aka-Jeru";92,95043;13,15249;"Eurasia";"India"
"akk";"Afro-Asiatic, Semitic, East Semitic";"Akkadian";NA;NA;"Eurasia";"Iraq"
"akl";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, West Bisayan, Aklan";"Aklanon";122,35413;11,55432;"Papua";"Philippines"
"akm";"Great_Andamanese, Central Great Andamanese, Northern Great Andamanese, Bo-Cari";"Aka-Bo";92,80108;12,36294;"Eurasia";"India"
"ako";"Cariban, Guianan, Taranoan, Tiriyoan";"Akurio";-55,6294;3,19607;"South America";"Suriname"
"akp";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Na-Togo, Lelemic, Lelemi-Akpafu";"Siwu";0,44362;7,23811;"Africa";"Ghana"
"akq";"Sepik, Yellow River";"Ak";141,78374;-3,57026;"Papua";"Papua New Guinea"
"akr";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, South Santo";"Araki";166,94246;-15,63141;"Papua";"Vanuatu"
"aks";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Northern Central Gur, Bwamu-Oti-Volta, Oti-Volta, Nuclear Oti-Volta, Gurma-Yom-Oti-Volta Occidental, Gurma-Yom-Naudem, Gurma, Gurma A";"Akaselem";1,37035;8,8858;"Africa";"Togo"
"akt";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Southwest New Britain linkage, Arawe-Pasismanua, Arawe, East Arawe";"Akolet";150,18199;-6,22711;"Papua";"Papua New Guinea"
"aku";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Akum-Beezen";"Akum";9,962605;6,85716;"Africa";"Nigeria"
"akv";"Nakh-Daghestanian, Daghestanian, Avar-Andic-Tsezic, Andic";"Akhvakh";46,30369;42,40035;"Eurasia";"Russia"
"akw";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Koyo-Mboshi";"Akwa";15,46226;-0,39897;"Africa";"Congo"
"akx";"Great_Andamanese, Central Great Andamanese, Middle Great Andamanese";"Aka-Kede";92,82266;12,84943;"Eurasia";"India"
"aky";"Great_Andamanese, Central Great Andamanese, Middle Great Andamanese, Juwol-Kol";"Aka-Kol";92,78661;12,73253;"Eurasia";"India"
"akz";"Muskogean, Alabaman-Koasati";"Alabama";-94,62848;30,76738;"North America";"United States"
"ala";"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Nuclear Idoma";"Alago";8,52085;8,34986;"Africa";"Nigeria"
"alc";"Kawesqar, North Central Alacufan";"Qawasqar";-75,3756;-49,70303;"South America";"Chile"
"ald";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Avikam-Alladian";"Alladian";-4,42647;5,22371;"Africa";"Ivory Coast"
"ale";"Eskimo-Aleut";"Aleut";-174,29013;52,12283;"North America";"United States"
"alf";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Bendic";"Alege";9,00394;6,59423;"Africa";"Nigeria"
"alh";"Mangarrayi-Maran, Maran";"Alawa";134,28162;-15,54581;"Australia";"Australia"
"ali";"Nuclear_Trans_New_Guinea, Madang, Croisilles";"Amaimon";145,36845;-5,18742;"Papua";"Papua New Guinea"
"alj";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Mangyan";"Alangan";121,02197;13,09821;"Papua";"Philippines"
"alk";"Austroasiatic, Bahnaric";"Alak";106,59719;15,5565;"Eurasia";"Laos"
"all";"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Malayalamoid";"Allar";76,65928;11,08031;"Eurasia";"India"
"alm";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, South Santo";"Amblong";166,94988;-15,51691;"Papua";"Vanuatu"
"aln";"Indo-European, Albanian";"Gheg Albanian";21,3836825;42,3169925;"Eurasia";"Romania"
"alo";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, Nunusaku, Piru Bay, West Piru Bay, Hoamoal, East Hoamoal";"Larike-Wakasihu";127,95608;-3,76522;"Papua";"Indonesia (Papua)"
"alp";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, Nunusaku, Three Rivers, Amalumute, Northwest Seram, Ulat Inai";"Alune";128,39386;-3,11477;"Papua";"Indonesia (Papua)"
"alq";"Algic, Algonquian, Eastern Great Lakes Algonquian, Ojibwa-Potawatomi, Ojibwa, Severn-Algonquin";"Algonquin";-77,52577;47,38755;"North America";"Canada"
"alr";"Chukotko-Kamchatkan, Chukotian";"Alutor";165,65285;60,38443;"Eurasia";"Russia"
"als";"Indo-European, Albanian, Albanian-Tosk";"Northern Tosk Albanian";20;41;"Eurasia";"Turkey"
"alt";"Turkic, Common Turkic, South Siberian Turkic, Altay Turkic";"Southern Altai";86,87051;50,13472;"Eurasia";"Russia"
"alu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Malaita, Southern Malaita";"'Are'are";161,15822;-9,20699;"Papua";"Solomon Islands"
"alw";"Afro-Asiatic, Cushitic, East Cushitic, Highland East Cushitic, Sidaama-Hadiyya-Kambaata, Hadiyya-Kambaata, Kambaataic";"Alaba-K'abeena";38,17316;7,39014;"Africa";"Ethiopia"
"alx";"Nuclear_Torricelli, Nuclear Palai, Bragat-Aruop-Amol";"Mol";142,53207;-3,46843;"Papua";"Papua New Guinea"
"aly";"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda";"Alyawarr";136,83489;-21,04266;"Australia";"Australia"
"alz";"Nilotic, Western Nilotic, Luo-Burun, Southern Lwoo, Adhola-Alur-Luo";"Alur";31,001635;2,36213;"Africa";"Democratic Republic of the Congo"
"ama";"Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup IV, Tupi-Guarani Subgroup IV.B";"Amanaye";-48,66126;-3,79772;"South America";"Brazil"
"amb";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Tivoid, North Tivoid";"Ambo";10,77978;7,07637;"Africa";"Nigeria"
"amc";"Pano-Tacanan, Panoan, Mainline Pano, Pano Nawa, Headwaters Pano";"Amahuaca";-72,320825;-10,20116;"South America";"Brazil"
"ame";"Arawakan, Western Maipuran";"Yanesha'";-75,31497;-10,54539;"South America";"Peru"
"amf";"South_Omotic, AHK, Hamer-Karo";"Hamer-Banna";36,51761;5,06515;"Africa";"Ethiopia"
"amg";"Iwaidjan_Proper";"Amurdak";132,87768;-11,98757;"Australia";"Australia"
"amh";"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Transversal South Ethiopic, Amharic-Argobba";"Amharic";39,543456;11,708182;"Africa";"Israel"
"ami";"Austronesian, Nuclear Austronesian, East Formosan, Central East Formosan";"Amis";121,34791;23,09172;"Papua";"Taiwan"
"amj";"Furan";"Amdang";20,89123;14,75283;"Africa";"Chad"
"amk";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Greater SHWNG, South Halmahera-West New Guinea, Cenderawasih Bay, Yapen, Central-Western Yapen, Ansus-Ambai";"Ambai";136,52587;-1,88126;"Papua";"Indonesia (Papua)"
"aml";"Austroasiatic, Khasi-Palaung, Khasian";"War-Jaintia";91,626615;25,115395;"Eurasia";"India"
"amm";"Left_May, Western Left May";"Ama (Papua New Guinea)";141,65793;-4,20192;"Papua";"Papua New Guinea"
"amn";"Border, Warisic";"Amanab";141,17783;-3,51516;"Papua";"Papua New Guinea"
"amo";"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos";"Amo";8,65405;10,32287;"Africa";"Nigeria"
"amp";"Sepik, Sepik Hill, Eastern Sepik Hill";"Alamblak";143,31576;-4,66307;"Papua";"Papua New Guinea"
"amq";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, Nunusaku, Piru Bay, East Piru Bay, Solehua, Seram Straits, Uliase, Hatuhaha, Saparuan, Elpaputi";"Amahai";128,93888;-3,32028;"Papua";"Indonesia (Papua)"
"amr";"Harakmbut";"Amarakaeri";-70,55333;-12,49308;"South America";"Peru"
"ams";"Japonic, Ryukyuan, Northern Ryukyuan, Amami, Nuclear Amami, Oshima";"Southern Amami-Oshima";129,28521;28,1955;"Eurasia";"Japan"
"amt";"Amto-Musan";"Amto";141,33941;-4,12165;"Papua";"Papua New Guinea"
"amu";"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Amuzgoan";"Guerrero Amuzgo";-98,18953;16,77226;"North America";"Mexico"
"amv";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, West Central Maluku";"Ambelau";127,1964;-3,85919;"Papua";"Indonesia (Papua)"
"amw";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Western Aramaic";"Western Neo-Aramaic";36,48403;33,81622;"Eurasia";"Syria"
"amx";"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda";"Anmatyerre";133,28584;-22,28531;"Australia";"Australia"
"amy";"Western_Daly, Maranunggu-Ame-Manda, Ame-Manda";"Ami";130,0399;-13,55727;"Australia";"Australia"
"amz";"Pama-Nyungan, Paman, Northern Pama, Uradhic";"Atampaya";142,2726;-11,0018;"Australia";"Australia"
"ana";"Andaqui";"Andaqui";-75,99999;2,74999;"South America";"Colombia"
"anb";"Zaparoan, Iquito-Arabela, Arabela-Andoa";"Andoa";-76,60558;-3,29664;"South America";"Peru"
"anc";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3";"Ngas";9,46146;9,32042;"Africa";"Nigeria"
"and";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Greater SHWNG, South Halmahera-West New Guinea, Cenderawasih Bay, Yapen, Central-Western Yapen, Ansus-Ambai";"Ansus";135,86627;-1,7543;"Papua";"Indonesia (Papua)"
"ane";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Southern New Caledonian";"Xaracuu";165,99607;-21,70338;"Papua";"New Caledonia "
"anf";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Ka-Togo, Kebu-Animere";"Animere";0,41962;7,60385;"Africa";"Ghana "
"ang";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian";"Old English (ca. 450-1100)";NA;NA;"Eurasia";"United Kingdom"
"anh";"Nuclear_Trans_New_Guinea, Madang, Kalamic-South Adelbert, South Adelbert, Sogeram, West Sogeram";"Nend";144,88584;-5,04271;"Papua";"Papua New Guinea "
"ani";"Nakh-Daghestanian, Daghestanian, Avar-Andic-Tsezic, Andic";"Andi";46,29187;42,80785;"Eurasia";"Russia"
"anj";"Lower_Sepik-Ramu, Ramu, Annaberg, Aian";"Anor";144,80097;-4,98449;"Papua";"Papua New Guinea"
"ank";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic";"Goemai";9,72453;8,74455;"Africa";"Nigeria"
"anl";"Sino-Tibetan, Mruic";"Anu";98,5945;23,33942;"Eurasia";"Myanmar"
"anm";"Sino-Tibetan, Kuki-Chin-Naga, Kuki-Chin, Old Kuki";"Anal";94,280625;24,05064;"Eurasia";"India"
"ann";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Oboloic";"Obolo";7,81985;4,62851;"Africa";"Nigeria"
"ano";"Andoque";"Andoque";-72,08686;-0,53751;"South America";"Colombia "
"anp";"Indo-European, Indo-Iranian, Indo-Aryan, Bihari, Maithili-Magahi, Maithilic";"Angika";85,533985;26,004685;"Eurasia";"Nepal"
"anq";"Jarawa-Onge";"Jarawa (India)";92,65803;11,60889;"Eurasia";"India"
"anr";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Southern zone, Maharastric, Marathic";"Andh";77,71561;19,47335;"Eurasia";"India"
"ans";"Chocoan, Unclassified Chocoan";"Anserma";-76,04999;6,24999;"South America";"Colombia"
"ant";"Pama-Nyungan, Desert Nyungic, Wati, Unclassified Wati";"Antakarinya";134,83783;-27,11522;"Australia";"Australia"
"anu";"Nilotic, Western Nilotic, Luo-Burun, Northern Lwoo";"Anuak";34,026655;7,57714;"Africa";"Sudan Ethiopia "
"anv";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Mamfe, Kendem-Denya";"Denya";9,39989;5,97237;"Africa";"Cameroon "
"anw";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio";"Anaang";7,57969;4,94832;"Africa";"Nigeria"
"anx";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, East Manus";"Andra-Hus";147,08493;-2,05894;"Papua";"Papua New Guinea "
"any";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia, Anyinic";"Anyin";-3,305315;6,31781;"Africa";"Ghana"
"anz";"Anem";"Anem";148,99315;-5,54836;"Papua";"Papua New Guinea"
"aoa";"Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Southwestern Shifted Romance, West Ibero-Romance, Galician Romance, Macro-Portuguese, Lower Guinea Portuguese";"Angolar";6,59486;0,11438;"Africa";"S�o Tom� e Pr�ncipe"
"aob";"Anim, Tirio";"Abom";142,84233;-8,42448;"Papua";"Papua New Guinea"
"aoc";"Cariban, Venezuelan Cariban, Pemong-Panare, Pemongan";"Pemon";-61,40329;4,97031;"South America";"Brazil"
"aod";"Lower_Sepik-Ramu, Ramu, Ataitan";"Andarum";144,76673;-4,48734;"Papua";"Papua New Guinea"
"aoe";"Nuclear_Trans_New_Guinea, Enga-Kewa-Huli, Kewa-Huli, Sau-Angal-Kewa, Angal-Kewa, Angal Mendi";"Angal Enen";143,58326;-6,23296;"Papua";"Papua New Guinea"
"aof";"Nuclear_Torricelli, Nuclear Palai, Bragat-Aruop-Amol";"Bragat";142,49451;-3,48707;"Papua";"Papua New Guinea"
"aog";"Lower_Sepik-Ramu, Lower Sepik";"Angoram";144,02814;-4,07758;"Papua";"Papua New Guinea"
"aoh";"Unattested, Chocoan";"Arma";-75,99999;2,03332;"South America";"Colombia"
"aoi";"Gunwinyguan, Gunwinyguan Bak, Wubuy-Anindilyakwa";"Anindilyakwa";136,6415;-13,99904;"Australia";"Australia"
"aoj";"Nuclear_Torricelli, Kombio-Arapesh-Urat, Arapesh, Mufian-Bukiyip-Abu";"Mufian";142,95453;-3,57932;"Papua";"Papua New Guinea"
"aok";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Southern New Caledonian, Houailou";"Arho";165,16057;-21,31834;"Papua";"New Caledonia"
"aol";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Lembata, Sika-Lamaholot, Lamaholotic, Lamaholot Barat, Alorese-Lamalera";"Alorese";124,26377;-8,20382;"Papua";"Indonesia (Papua)"
"aom";"Koiarian, Baraic";"Omie";148,10712;-9,03136;"Papua";"Papua New Guinea"
"aon";"Nuclear_Torricelli, Kombio-Arapesh-Urat, Arapesh";"Bumbita Arapesh";142,8592;-3,65508;"Papua";"Papua New Guinea"
"aor";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, East Santo";"Aore";167,16614;-15,57526;"Papua";"Vanuatu"
"aos";"Border, Taikat-Awyi";"Taikat";140,7495;-2,9408;"Papua";"Indonesia (Papua)"
"aot";"Sino-Tibetan, Brahmaputran, Bodo-Garo, Kochic";"Atong (India)";90,658722;25,346508;"Eurasia";"India"
"aou";"Tai-Kadai, Kadaic, Southwestern Kra, Western Kra, Gelaoic, Northern Gelao, Ahouic";"A'ou";105,85;26,8;"Eurasia";"China"
"aox";"Arawakan, Northern Maipuran, Negro-Roraima, Wapishanan";"Atorada";-60,286;2,481;"South America";"Brazil"
"aoz";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Western Timoric A, Oe-Cusse";"Uab Meto";124,14365;-9,77284;"Papua";"Indonesia (Papua)"
